ENSG00000148384.13	INPP5E
ENSG00000183828.15	NUDT14
ENSG00000136937.13	NCBP1
ENSG00000109079.10	TNFAIP1
ENSG00000131462.8	TUBG1
ENSG00000137691.13	C11orf70
ENSG00000163734.4	CXCL3
ENSG00000276043.5	UHRF1
ENSG00000104689.10	TNFRSF10A
ENSG00000134744.14	ZCCHC11
ENSG00000137492.8	THAP12
ENSG00000107077.18	KDM4C
ENSG00000204899.6	MZT1
ENSG00000164105.4	SAP30
ENSG00000150672.17	DLG2
ENSG00000077097.15	TOP2B
ENSG00000013588.9	GPRC5A
ENSG00000272047.3	GTF2H5
ENSG00000088833.17	NSFL1C
ENSG00000103044.11	HAS3
ENSG00000198393.8	ZNF26
ENSG00000089091.16	DZANK1
ENSG00000151651.16	ADAM8
ENSG00000114853.14	ZBTB47
ENSG00000178921.14	PFAS
ENSG00000144191.12	CNGA3
ENSG00000100632.11	ERH
ENSG00000110090.13	CPT1A
ENSG00000114850.6	SSR3
ENSG00000197217.13	ENTPD4
ENSG00000175311.7	ANKS4B
ENSG00000123119.12	NECAB1
ENSG00000112701.18	SENP6
ENSG00000104613.12	INTS10
ENSG00000109814.12	UGDH
ENSG00000138035.15	PNPT1
ENSG00000089094.19	KDM2B
ENSG00000156711.17	MAPK13
ENSG00000157554.19	ERG
ENSG00000167755.15	KLK6
ENSG00000153015.16	CWC27
ENSG00000211664.3	IGLV2-18
ENSG00000141391.14	PRELID3A
ENSG00000154646.9	TMPRSS15
ENSG00000134183.12	GNAT2
ENSG00000174827.14	PDZK1
ENSG00000182836.10	PLCXD3
ENSG00000161999.13	JMJD8
ENSG00000198034.11	RPS4X
ENSG00000168243.11	GNG4
ENSG00000170854.18	RIOX2
ENSG00000122223.13	CD244
ENSG00000119682.17	AREL1
ENSG00000141699.11	RETREG3
ENSG00000143776.18	CDC42BPA
ENSG00000162813.18	BPNT1
ENSG00000172954.13	LCLAT1
ENSG00000040731.10	CDH10
ENSG00000087076.9	HSD17B14
ENSG00000185504.17	FAAP100
ENSG00000223802.7	CERS1
ENSG00000157827.20	FMNL2
ENSG00000155858.6	LSM11
ENSG00000143486.16	EIF2D
ENSG00000130811.12	EIF3G
ENSG00000171604.12	CXXC5
ENSG00000110900.15	TSPAN11
ENSG00000168002.12	POLR2G
ENSG00000110934.13	BIN2
ENSG00000011485.15	PPP5C
ENSG00000173208.4	ABCD2
ENSG00000105255.11	FSD1
ENSG00000130312.6	MRPL34
ENSG00000149809.16	TM7SF2
ENSG00000160392.13	C19orf47
ENSG00000090263.16	MRPS33
ENSG00000213221.5	DNLZ
ENSG00000163026.12	WDCP
ENSG00000100784.12	RPS6KA5
ENSG00000198816.7	ZNF358
ENSG00000112685.14	EXOC2
ENSG00000122873.12	CISD1
ENSG00000224041.3	IGKV3D-15
ENSG00000107625.13	DDX50
ENSG00000013561.18	RNF14
ENSG00000118363.12	SPCS2
ENSG00000070501.12	POLB
ENSG00000177570.14	SAMD12
ENSG00000211655.3	IGLV1-36
ENSG00000133678.14	TMEM254
ENSG00000164683.18	HEY1
ENSG00000176919.13	C8G
ENSG00000143353.12	LYPLAL1
ENSG00000170734.12	POLH
ENSG00000079999.14	KEAP1
ENSG00000162341.18	TPCN2
ENSG00000112245.12	PTP4A1
ENSG00000116670.15	MAD2L2
ENSG00000158158.12	CNNM4
ENSG00000140403.12	DNAJA4
ENSG00000162775.16	RBM15
ENSG00000168273.8	SMIM4
ENSG00000010626.15	LRRC23
ENSG00000113205.5	PCDHB3
ENSG00000115266.11	APC2
ENSG00000135097.7	MSI1
ENSG00000082458.12	DLG3
ENSG00000151491.14	EPS8
ENSG00000163349.22	HIPK1
ENSG00000104356.11	POP1
ENSG00000159658.13	EFCAB14
ENSG00000141030.13	COPS3
ENSG00000169599.13	NFU1
ENSG00000116667.14	C1orf21
ENSG00000164692.18	COL1A2
ENSG00000167257.11	RNF214
ENSG00000142623.11	PADI1
ENSG00000136859.10	ANGPTL2
ENSG00000120899.18	PTK2B
ENSG00000168495.13	POLR3D
ENSG00000173039.19	RELA
ENSG00000008083.14	JARID2
ENSG00000103066.13	PLA2G15
ENSG00000140986.8	RPL3L
ENSG00000204103.4	MAFB
ENSG00000007171.18	NOS2
ENSG00000197299.12	BLM
ENSG00000131037.15	EPS8L1
ENSG00000249115.9	HAUS5
ENSG00000100220.12	RTCB
ENSG00000070182.21	SPTB
ENSG00000064692.19	SNCAIP
ENSG00000203880.12	PCMTD2
ENSG00000188508.11	KRTDAP
ENSG00000170581.14	STAT2
ENSG00000109265.14	KIAA1211
ENSG00000219200.11	RNASEK
ENSG00000100991.12	TRPC4AP
ENSG00000185222.10	TCEAL9
ENSG00000204237.5	OXLD1
ENSG00000148334.15	PTGES2
ENSG00000142224.16	IL19
ENSG00000197635.10	DPP4
ENSG00000186335.9	SLC36A2
ENSG00000197147.13	LRRC8B
ENSG00000164398.15	ACSL6
ENSG00000205927.5	OLIG2
ENSG00000068366.20	ACSL4
ENSG00000113763.12	UNC5A
ENSG00000120693.13	SMAD9
ENSG00000119929.13	CUTC
ENSG00000139324.12	TMTC3
ENSG00000083750.12	RRAGB
ENSG00000153140.8	CETN3
ENSG00000244038.10	DDOST
ENSG00000146587.18	RBAK
ENSG00000215271.9	HOMEZ
ENSG00000145685.14	LHFPL2
ENSG00000100796.17	PPP4R3A
ENSG00000157557.13	ETS2
ENSG00000182372.10	CLN8
ENSG00000023330.15	ALAS1
ENSG00000108592.17	FTSJ3
ENSG00000142173.16	COL6A2
ENSG00000269335.5	IKBKG
ENSG00000185043.12	CIB1
ENSG00000165699.15	TSC1
ENSG00000174106.3	LEMD3
ENSG00000184209.15	SNRNP35
ENSG00000162769.13	FLVCR1
ENSG00000273045.6	C2orf15
ENSG00000023171.18	GRAMD1B
ENSG00000065675.15	PRKCQ
ENSG00000165553.4	NGB
ENSG00000121807.5	CCR2
ENSG00000077514.9	POLD3
ENSG00000197756.10	RPL37A
ENSG00000197893.14	NRAP
ENSG00000163029.16	SMC6
ENSG00000160072.20	ATAD3B
ENSG00000153107.13	ANAPC1
ENSG00000154813.10	DPH3
ENSG00000139055.7	ERP27
ENSG00000130748.7	TMEM160
ENSG00000198380.13	GFPT1
ENSG00000141401.12	IMPA2
ENSG00000111790.14	FGFR1OP2
ENSG00000120699.13	EXOSC8
ENSG00000185432.12	METTL7A
ENSG00000183856.11	IQGAP3
ENSG00000036530.9	CYP46A1
ENSG00000115183.15	TANC1
ENSG00000124557.12	BTN1A1
ENSG00000175899.15	A2M
ENSG00000144848.11	ATG3
ENSG00000119541.10	VPS4B
ENSG00000101298.15	SNPH
ENSG00000113758.13	DBN1
ENSG00000147010.18	SH3KBP1
ENSG00000235194.9	PPP1R3E
ENSG00000135476.12	ESPL1
ENSG00000068078.18	FGFR3
ENSG00000132879.14	FBXO44
ENSG00000141556.21	TBCD
ENSG00000204186.10	ZDBF2
ENSG00000175193.14	PARL
ENSG00000139725.8	RHOF
ENSG00000155886.11	SLC24A2
ENSG00000106992.19	AK1
ENSG00000130830.15	MPP1
ENSG00000131779.11	PEX11B
ENSG00000141905.19	NFIC
ENSG00000204514.10	ZNF814
ENSG00000099968.18	BCL2L13
ENSG00000165525.18	NEMF
ENSG00000170579.17	DLGAP1
ENSG00000145996.11	CDKAL1
ENSG00000114698.15	PLSCR4
ENSG00000160563.14	MED27
ENSG00000107937.19	GTPBP4
ENSG00000066382.16	MPPED2
ENSG00000100578.17	KIAA0586
ENSG00000179104.9	TMTC2
ENSG00000163482.12	STK36
ENSG00000149970.16	CNKSR2
ENSG00000078061.13	ARAF
ENSG00000115919.15	KYNU
ENSG00000131174.7	COX7B
ENSG00000110925.7	CSRNP2
ENSG00000153310.19	FAM49B
ENSG00000162244.12	RPL29
ENSG00000186777.12	ZNF732
ENSG00000109072.14	VTN
ENSG00000185862.7	EVI2B
ENSG00000171208.10	NETO2
ENSG00000175221.15	MED16
ENSG00000169435.14	RASSF6
ENSG00000115286.20	NDUFS7
ENSG00000116147.17	TNR
ENSG00000126947.13	ARMCX1
ENSG00000120675.6	DNAJC15
ENSG00000152214.14	RIT2
ENSG00000176624.11	MEX3C
ENSG00000138286.15	FAM149B1
ENSG00000143157.11	POGK
ENSG00000162614.18	NEXN
ENSG00000088451.11	TGDS
ENSG00000126759.13	CFP
ENSG00000111961.18	SASH1
ENSG00000147044.21	CASK
ENSG00000105880.7	DLX5
ENSG00000182934.12	SRPRA
ENSG00000114942.14	EEF1B2
ENSG00000107036.12	RIC1
ENSG00000100564.9	PIGH
ENSG00000085511.20	MAP3K4
ENSG00000066777.9	ARFGEF1
ENSG00000182973.18	CNOT10
ENSG00000157895.11	C12orf43
ENSG00000118515.11	SGK1
ENSG00000162437.14	RAVER2
ENSG00000205542.11	TMSB4X
ENSG00000071243.16	ING3
ENSG00000171492.14	LRRC8D
ENSG00000092850.12	TEKT2
ENSG00000116132.12	PRRX1
ENSG00000140374.16	ETFA
ENSG00000189367.15	KIAA0408
ENSG00000090661.12	CERS4
ENSG00000181163.13	NPM1
ENSG00000157353.17	FUK
ENSG00000106080.11	FKBP14
ENSG00000189227.6	C15orf61
ENSG00000163281.12	GNPDA2
ENSG00000121270.15	ABCC11
ENSG00000172456.18	FGGY
ENSG00000176155.19	CCDC57
ENSG00000121073.15	SLC35B1
ENSG00000114023.15	FAM162A
ENSG00000129128.13	SPCS3
ENSG00000105617.4	LENG1
ENSG00000104518.11	GSDMD
ENSG00000090470.15	PDCD7
ENSG00000170340.11	B3GNT2
ENSG00000183963.18	SMTN
ENSG00000144791.10	LIMD1
ENSG00000099910.17	KLHL22
ENSG00000153094.24	BCL2L11
ENSG00000166333.14	ILK
ENSG00000136630.13	HLX
ENSG00000226784.3	PGAM4
ENSG00000137766.17	UNC13C
ENSG00000102189.17	EEA1
ENSG00000100211.10	CBY1
ENSG00000182544.9	MFSD5
ENSG00000138131.4	LOXL4
ENSG00000096070.19	BRPF3
ENSG00000140280.14	LYSMD2
ENSG00000186340.15	THBS2
ENSG00000119280.17	C1orf198
ENSG00000101608.12	MYL12A
ENSG00000169359.16	SLC33A1
ENSG00000131188.12	PRR7
ENSG00000128815.19	WDFY4
ENSG00000110060.9	PUS3
ENSG00000117143.13	UAP1
ENSG00000135094.11	SDS
ENSG00000100362.13	PVALB
ENSG00000141338.14	ABCA8
ENSG00000167711.13	SERPINF2
ENSG00000106384.12	MOGAT3
ENSG00000159388.6	BTG2
ENSG00000049883.15	PTCD2
ENSG00000174307.7	PHLDA3
ENSG00000155287.11	SLC25A28
ENSG00000214456.8	PLIN5
ENSG00000005108.16	THSD7A
ENSG00000090432.7	MUL1
ENSG00000101132.10	PFDN4
ENSG00000169967.16	MAP3K2
ENSG00000168216.13	LMBRD1
ENSG00000175198.17	PCCA
ENSG00000196159.12	FAT4
ENSG00000140563.15	MCTP2
ENSG00000155438.12	NIFK
ENSG00000159579.14	RSPRY1
ENSG00000145730.20	PAM
ENSG00000187531.14	SIRT7
ENSG00000166123.14	GPT2
ENSG00000143398.20	PIP5K1A
ENSG00000167702.12	KIFC2
ENSG00000134323.12	MYCN
ENSG00000186431.19	FCAR
ENSG00000175104.15	TRAF6
ENSG00000144792.9	ZNF660
ENSG00000186198.4	SLC51B
ENSG00000073350.14	LLGL2
ENSG00000196776.16	CD47
ENSG00000179271.3	GADD45GIP1
ENSG00000123338.13	NCKAP1L
ENSG00000156990.14	RPUSD3
ENSG00000013375.16	PGM3
ENSG00000064042.18	LIMCH1
ENSG00000167962.14	ZNF598
ENSG00000180957.18	PITPNB
ENSG00000176102.13	CSTF3
ENSG00000185666.15	SYN3
ENSG00000137831.15	UACA
ENSG00000167799.10	NUDT8
ENSG00000111252.11	SH2B3
ENSG00000153930.12	ANKFN1
ENSG00000140391.15	TSPAN3
ENSG00000213626.13	LBH
ENSG00000168010.11	ATG16L2
ENSG00000247626.5	MARS2
ENSG00000115963.13	RND3
ENSG00000158792.16	SPATA2L
ENSG00000105989.10	WNT2
ENSG00000047315.17	POLR2B
ENSG00000140400.17	MAN2C1
ENSG00000039537.13	C6
ENSG00000166855.9	CLPX
ENSG00000157107.14	FCHO2
ENSG00000167654.18	ATCAY
ENSG00000136100.14	VPS36
ENSG00000145623.13	OSMR
ENSG00000183665.5	TRMT12
ENSG00000171385.9	KCND3
ENSG00000122547.11	EEPD1
ENSG00000145087.12	STXBP5L
ENSG00000167716.18	WDR81
ENSG00000168612.4	ZSWIM1
ENSG00000125354.23	SEPT6
ENSG00000143337.18	TOR1AIP1
ENSG00000143669.14	LYST
ENSG00000204272.13	NBDY
ENSG00000203705.11	TATDN3
ENSG00000095485.18	CWF19L1
ENSG00000168234.13	TTC39C
ENSG00000179041.4	RRS1
ENSG00000092201.10	SUPT16H
ENSG00000144668.12	ITGA9
ENSG00000159871.15	LYPD5
ENSG00000115738.10	ID2
ENSG00000259494.2	MRPL46
ENSG00000101670.12	LIPG
ENSG00000148399.13	DPH7
ENSG00000188760.10	TMEM198
ENSG00000196090.12	PTPRT
ENSG00000086967.10	MYBPC2
ENSG00000100478.15	AP4S1
ENSG00000117691.10	NENF
ENSG00000125676.20	THOC2
ENSG00000152359.15	POC5
ENSG00000084674.15	APOB
ENSG00000148688.13	RPP30
ENSG00000153029.14	MR1
ENSG00000072864.15	NDE1
ENSG00000079102.16	RUNX1T1
ENSG00000131143.10	COX4I1
ENSG00000136002.19	ARHGEF4
ENSG00000110395.7	CBL
ENSG00000105875.14	WDR91
ENSG00000189171.14	S100A13
ENSG00000178971.16	CTC1
ENSG00000068028.17	RASSF1
ENSG00000198954.8	KIF1BP
ENSG00000118402.6	ELOVL4
ENSG00000115970.18	THADA
ENSG00000121671.12	CRY2
ENSG00000161911.11	TREML1
ENSG00000101695.9	RNF125
ENSG00000167772.12	ANGPTL4
ENSG00000182013.18	PNMA8A
ENSG00000070087.14	PFN2
ENSG00000172366.20	MCRIP2
ENSG00000165487.14	MICU2
ENSG00000049130.16	KITLG
ENSG00000134765.10	DSC1
ENSG00000168040.5	FADD
ENSG00000136051.15	WASHC4
ENSG00000171163.16	ZNF692
ENSG00000012124.17	CD22
ENSG00000129538.14	RNASE1
ENSG00000179958.9	DCTPP1
ENSG00000120709.11	FAM53C
ENSG00000149743.14	TRPT1
ENSG00000197361.7	FBXL22
ENSG00000172578.12	KLHL6
ENSG00000116574.6	RHOU
ENSG00000162433.15	AK4
ENSG00000172296.13	SPTLC3
ENSG00000012174.12	MBTPS2
ENSG00000136167.14	LCP1
ENSG00000116017.11	ARID3A
ENSG00000181027.11	FKRP
ENSG00000196586.16	MYO6
ENSG00000144827.9	ABHD10
ENSG00000259330.3	INAFM2
ENSG00000176601.13	MAP3K19
ENSG00000141367.12	CLTC
ENSG00000170456.16	DENND5B
ENSG00000169087.11	HSPBAP1
ENSG00000177885.15	GRB2
ENSG00000171766.16	GATM
ENSG00000164211.13	STARD4
ENSG00000104763.19	ASAH1
ENSG00000182446.14	NPLOC4
ENSG00000237515.9	SHISA9
ENSG00000112578.10	BYSL
ENSG00000107282.8	APBA1
ENSG00000253873.6	PCDHGA11
ENSG00000110583.13	NAA40
ENSG00000214530.9	STARD10
ENSG00000174177.13	CTU2
ENSG00000243244.6	STON1
ENSG00000117748.10	RPA2
ENSG00000107959.16	PITRM1
ENSG00000049246.14	PER3
ENSG00000130589.16	HELZ2
ENSG00000142192.21	APP
ENSG00000155868.8	MED7
ENSG00000138119.17	MYOF
ENSG00000113318.11	MSH3
ENSG00000180660.8	MAB21L1
ENSG00000156453.13	PCDH1
ENSG00000174780.17	SRP72
ENSG00000143278.5	F13B
ENSG00000213967.11	ZNF726
ENSG00000144028.15	SNRNP200
ENSG00000067141.17	NEO1
ENSG00000069667.16	RORA
ENSG00000111328.7	CDK2AP1
ENSG00000115750.17	TAF1B
ENSG00000169245.6	CXCL10
ENSG00000198300.14	PEG3
ENSG00000086544.3	ITPKC
ENSG00000109083.13	IFT20
ENSG00000161016.17	RPL8
ENSG00000116745.7	RPE65
ENSG00000138600.10	SPPL2A
ENSG00000121871.4	SLITRK3
ENSG00000115461.5	IGFBP5
ENSG00000188229.6	TUBB4B
ENSG00000090061.17	CCNK
ENSG00000196505.11	GDAP2
ENSG00000140455.17	USP3
ENSG00000171951.5	SCG2
ENSG00000067182.8	TNFRSF1A
ENSG00000164323.14	CFAP97
ENSG00000139684.15	ESD
ENSG00000196091.15	MYBPC1
ENSG00000140835.9	CHST4
ENSG00000144852.18	NR1I2
ENSG00000055044.11	NOP58
ENSG00000196767.9	POU3F4
ENSG00000075856.12	SART3
ENSG00000134243.12	SORT1
ENSG00000196116.8	TDRD7
ENSG00000076321.11	KLHL20
ENSG00000147535.17	PLPP5
ENSG00000164258.12	NDUFS4
ENSG00000186104.10	CYP2R1
ENSG00000162543.6	UBXN10
ENSG00000133030.21	MPRIP
ENSG00000102931.8	ARL2BP
ENSG00000204248.11	COL11A2
ENSG00000168564.6	CDKN2AIP
ENSG00000054793.14	ATP9A
ENSG00000100889.12	PCK2
ENSG00000174099.12	MSRB3
ENSG00000167371.21	PRRT2
ENSG00000156345.17	CDK20
ENSG00000185345.23	PRKN
ENSG00000267796.8	LIN37
ENSG00000021826.17	CPS1
ENSG00000164741.15	DLC1
ENSG00000167615.16	LENG8
ENSG00000102554.14	KLF5
ENSG00000124151.19	NCOA3
ENSG00000188573.8	FBLL1
ENSG00000198822.10	GRM3
ENSG00000111247.14	RAD51AP1
ENSG00000173812.11	EIF1
ENSG00000103024.7	NME3
ENSG00000114021.12	NIT2
ENSG00000134508.12	CABLES1
ENSG00000003509.16	NDUFAF7
ENSG00000042317.17	SPATA7
ENSG00000033627.16	ATP6V0A1
ENSG00000031698.13	SARS
ENSG00000143971.9	ETAA1
ENSG00000183742.13	MACC1
ENSG00000161905.13	ALOX15
ENSG00000153814.13	JAZF1
ENSG00000122026.10	RPL21
ENSG00000075624.16	ACTB
ENSG00000128655.18	PDE11A
ENSG00000139826.6	ABHD13
ENSG00000064995.18	TAF11
ENSG00000140854.13	KATNB1
ENSG00000135404.11	CD63
ENSG00000148331.12	ASB6
ENSG00000151640.13	DPYSL4
ENSG00000103174.13	NAGPA
ENSG00000006744.19	ELAC2
ENSG00000036672.16	USP2
ENSG00000163319.11	MRPS18C
ENSG00000089169.15	RPH3A
ENSG00000137872.17	SEMA6D
ENSG00000130714.17	POMT1
ENSG00000008382.15	MPND
ENSG00000161542.17	PRPSAP1
ENSG00000161202.20	DVL3
ENSG00000177889.10	UBE2N
ENSG00000127989.14	MTERF1
ENSG00000198793.13	MTOR
ENSG00000064666.15	CNN2
ENSG00000135245.10	HILPDA
ENSG00000196408.11	NOXO1
ENSG00000130487.9	KLHDC7B
ENSG00000155760.2	FZD7
ENSG00000113327.16	GABRG2
ENSG00000114948.13	ADAM23
ENSG00000068831.19	RASGRP2
ENSG00000146676.10	PURB
ENSG00000106789.13	CORO2A
ENSG00000132000.13	PODNL1
ENSG00000165304.8	MELK
ENSG00000162384.14	C1orf123
ENSG00000167588.13	GPD1
ENSG00000198947.15	DMD
ENSG00000102452.17	NALCN
ENSG00000179344.16	HLA-DQB1
ENSG00000146409.12	SLC18B1
ENSG00000122591.12	FAM126A
ENSG00000079332.15	SAR1A
ENSG00000137193.14	PIM1
ENSG00000120645.12	IQSEC3
ENSG00000113722.17	CDX1
ENSG00000165995.21	CACNB2
ENSG00000170270.5	GON7
ENSG00000105447.13	GRWD1
ENSG00000135241.17	PNPLA8
ENSG00000079819.19	EPB41L2
ENSG00000100505.13	TRIM9
ENSG00000204217.15	BMPR2
ENSG00000143740.14	SNAP47
ENSG00000141933.9	TPGS1
ENSG00000185127.6	C6orf120
ENSG00000149474.13	KAT14
ENSG00000182118.8	FAM89A
ENSG00000103067.14	ESRP2
ENSG00000139644.13	TMBIM6
ENSG00000136044.12	APPL2
ENSG00000176994.11	SMCR8
ENSG00000154309.8	DISP1
ENSG00000188493.15	C19orf54
ENSG00000048052.21	HDAC9
ENSG00000197798.9	FAM118B
ENSG00000164761.9	TNFRSF11B
ENSG00000198663.16	C6orf89
ENSG00000150768.16	DLAT
ENSG00000089775.11	ZBTB25
ENSG00000154930.15	ACSS1
ENSG00000115310.18	RTN4
ENSG00000173950.16	XXYLT1
ENSG00000254004.7	ZNF260
ENSG00000114999.8	TTL
ENSG00000139910.20	NOVA1
ENSG00000157601.14	MX1
ENSG00000198018.7	ENTPD7
ENSG00000072041.17	SLC6A15
ENSG00000141644.17	MBD1
ENSG00000089335.21	ZNF302
ENSG00000101236.17	RNF24
ENSG00000106638.17	TBL2
ENSG00000132591.12	ERAL1
ENSG00000122550.18	KLHL7
ENSG00000102901.13	CENPT
ENSG00000174788.10	PCP2
ENSG00000165494.11	PCF11
ENSG00000162819.12	BROX
ENSG00000118514.14	ALDH8A1
ENSG00000214872.8	SMTNL1
ENSG00000135932.11	CAB39
ENSG00000130822.16	PNCK
ENSG00000066813.14	ACSM2B
ENSG00000213799.13	ZNF845
ENSG00000112624.12	BICRAL
ENSG00000184381.20	PLA2G6
ENSG00000147166.11	ITGB1BP2
ENSG00000136068.15	FLNB
ENSG00000075884.14	ARHGAP15
ENSG00000197353.4	LYPD2
ENSG00000136881.11	BAAT
ENSG00000106012.18	IQCE
ENSG00000149380.12	P4HA3
ENSG00000153207.16	AHCTF1
ENSG00000160801.14	PTH1R
ENSG00000196155.13	PLEKHG4
ENSG00000184709.7	LRRC26
ENSG00000157680.15	DGKI
ENSG00000111907.21	TPD52L1
ENSG00000069275.13	NUCKS1
ENSG00000100519.12	PSMC6
ENSG00000134775.15	FHOD3
ENSG00000181982.18	CCDC149
ENSG00000065923.10	SLC9A7
ENSG00000113558.19	SKP1
ENSG00000160606.11	TLCD1
ENSG00000005022.6	SLC25A5
ENSG00000106537.8	TSPAN13
ENSG00000127993.16	RBM48
ENSG00000124575.7	HIST1H1D
ENSG00000104450.13	SPAG1
ENSG00000164983.7	TMEM65
ENSG00000100196.11	KDELR3
ENSG00000070423.18	RNF126
ENSG00000116641.18	DOCK7
ENSG00000181790.11	ADGRB1
ENSG00000196821.10	C6orf106
ENSG00000152154.11	TMEM178A
ENSG00000266074.8	BAHCC1
ENSG00000146047.7	HIST1H2BA
ENSG00000101052.13	IFT52
ENSG00000109458.8	GAB1
ENSG00000166033.13	HTRA1
ENSG00000105479.16	CCDC114
ENSG00000015133.19	CCDC88C
ENSG00000146834.14	MEPCE
ENSG00000164305.19	CASP3
ENSG00000110031.12	LPXN
ENSG00000275342.5	PRAG1
ENSG00000152348.16	ATG10
ENSG00000047249.18	ATP6V1H
ENSG00000064012.22	CASP8
ENSG00000114670.14	NEK11
ENSG00000010810.17	FYN
ENSG00000143079.15	CTTNBP2NL
ENSG00000160551.11	TAOK1
ENSG00000133739.16	LRRCC1
ENSG00000145864.13	GABRB2
ENSG00000087510.7	TFAP2C
ENSG00000111670.16	GNPTAB
ENSG00000163320.11	CGGBP1
ENSG00000105953.15	OGDH
ENSG00000110852.4	CLEC2B
ENSG00000020256.20	ZFP64
ENSG00000214274.9	ANG
ENSG00000174705.13	SH3PXD2B
ENSG00000165028.12	NIPSNAP3B
ENSG00000156170.13	NDUFAF6
ENSG00000112144.15	ICK
ENSG00000109133.13	TMEM33
ENSG00000097007.19	ABL1
ENSG00000150995.19	ITPR1
ENSG00000163660.12	CCNL1
ENSG00000286140.1	
ENSG00000080573.7	COL5A3
ENSG00000183878.15	UTY
ENSG00000089682.16	RBM41
ENSG00000100376.12	FAM118A
ENSG00000198838.13	RYR3
ENSG00000160282.14	FTCD
ENSG00000212901.4	KRTAP3-1
ENSG00000144867.12	SRPRB
ENSG00000163682.16	RPL9
ENSG00000009954.11	BAZ1B
ENSG00000165434.8	PGM2L1
ENSG00000169857.8	AVEN
ENSG00000156671.15	SAMD8
ENSG00000162729.14	IGSF8
ENSG00000174886.14	NDUFA11
ENSG00000183853.18	KIRREL1
ENSG00000157017.16	GHRL
ENSG00000166225.8	FRS2
ENSG00000213918.10	DNASE1
ENSG00000161526.15	SAP30BP
ENSG00000067221.14	STOML1
ENSG00000128463.13	EMC4
ENSG00000139192.12	TAPBPL
ENSG00000196455.8	PIK3R4
ENSG00000204228.4	HSD17B8
ENSG00000197951.9	ZNF71
ENSG00000235568.7	NFAM1
ENSG00000005436.14	GCFC2
ENSG00000123342.16	MMP19
ENSG00000144712.12	CAND2
ENSG00000162650.16	ATXN7L2
ENSG00000125458.7	NT5C
ENSG00000078747.15	ITCH
ENSG00000172922.11	RNASEH2C
ENSG00000110243.12	APOA5
ENSG00000278129.2	ZNF8
ENSG00000142937.12	RPS8
ENSG00000071655.18	MBD3
ENSG00000126803.9	HSPA2
ENSG00000150527.17	CTAGE5
ENSG00000135587.9	SMPD2
ENSG00000137207.12	YIPF3
ENSG00000169031.20	COL4A3
ENSG00000132463.14	GRSF1
ENSG00000170310.15	STX8
ENSG00000174915.12	PTDSS2
ENSG00000211660.3	IGLV2-23
ENSG00000240694.9	PNMA2
ENSG00000165233.18	CARD19
ENSG00000145936.9	KCNMB1
ENSG00000163141.20	BNIPL
ENSG00000142676.14	RPL11
ENSG00000160813.7	PPP1R35
ENSG00000178522.14	AMBN
ENSG00000197381.16	ADARB1
ENSG00000164251.5	F2RL1
ENSG00000106617.15	PRKAG2
ENSG00000164713.10	BRI3
ENSG00000142230.13	SAE1
ENSG00000183520.12	UTP11
ENSG00000103257.9	SLC7A5
ENSG00000082293.13	COL19A1
ENSG00000047457.14	CP
ENSG00000171223.6	JUNB
ENSG00000100836.10	PABPN1
ENSG00000122515.15	ZMIZ2
ENSG00000102178.13	UBL4A
ENSG00000113272.14	THG1L
ENSG00000204539.4	CDSN
ENSG00000184205.14	TSPYL2
ENSG00000204390.10	HSPA1L
ENSG00000115380.20	EFEMP1
ENSG00000007402.11	CACNA2D2
ENSG00000100852.13	ARHGAP5
ENSG00000114120.14	SLC25A36
ENSG00000119787.14	ATL2
ENSG00000101473.17	ACOT8
ENSG00000146648.18	EGFR
ENSG00000118985.16	ELL2
ENSG00000153294.12	ADGRF4
ENSG00000100416.15	TRMU
ENSG00000175606.11	TMEM70
ENSG00000169398.19	PTK2
ENSG00000160685.13	ZBTB7B
ENSG00000130821.16	SLC6A8
ENSG00000147905.17	ZCCHC7
ENSG00000072195.15	SPEG
ENSG00000181778.5	TMEM252
ENSG00000167916.5	KRT24
ENSG00000240382.3	IGKV1-17
ENSG00000148408.13	CACNA1B
ENSG00000162782.16	TDRD5
ENSG00000185915.5	KLHL34
ENSG00000253159.3	PCDHGA12
ENSG00000130226.17	DPP6
ENSG00000145321.13	GC
ENSG00000158764.7	ITLN2
ENSG00000187024.15	PTRH1
ENSG00000126249.8	PDCD2L
ENSG00000152689.18	RASGRP3
ENSG00000174483.20	BBS1
ENSG00000277972.2	CISD3
ENSG00000168026.18	TTC21A
ENSG00000099256.19	PRTFDC1
ENSG00000163827.13	LRRC2
ENSG00000187325.5	TAF9B
ENSG00000186628.12	FSD2
ENSG00000196660.11	SLC30A10
ENSG00000211648.2	IGLV1-47
ENSG00000125901.6	MRPS26
ENSG00000135677.11	GNS
ENSG00000188580.15	NKAIN2
ENSG00000162444.12	RBP7
ENSG00000163608.15	NEPRO
ENSG00000156795.8	WDYHV1
ENSG00000095596.12	CYP26A1
ENSG00000116117.18	PARD3B
ENSG00000128791.12	TWSG1
ENSG00000132466.19	ANKRD17
ENSG00000186298.12	PPP1CC
ENSG00000179134.15	SAMD4B
ENSG00000188959.9	C9orf152
ENSG00000203965.13	EFCAB7
ENSG00000162928.9	PEX13
ENSG00000154640.15	BTG3
ENSG00000111452.13	ADGRD1
ENSG00000178772.7	CPN2
ENSG00000155970.12	MICU3
ENSG00000139178.11	C1RL
ENSG00000174567.8	GOLT1A
