From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q96DG6	Q96DG6	reviewed	CMBL_HUMAN	Carboxymethylenebutenolidase homolog, EC 3.1.-.-	CMBL	Homo sapiens (Human)	245
Q96DM3	Q96DM3	reviewed	RMC1_HUMAN	Regulator of MON1-CCZ1 complex (Colon cancer-associated protein Mic1, Mic-1) (WD repeat-containing protein 98)	RMC1 C18orf8 MIC1 WDR98	Homo sapiens (Human)	657
Q96DT6	Q96DT6	reviewed	ATG4C_HUMAN	Cysteine protease ATG4C, EC 3.4.22.- (AUT-like 3 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 3, Autophagin-3) (Autophagy-related protein 4 homolog C, HsAPG4C)	ATG4C APG4C AUTL1 AUTL3	Homo sapiens (Human)	458
Q96DU9	Q96DU9	reviewed	PABP5_HUMAN	Polyadenylate-binding protein 5, PABP-5, Poly(A)-binding protein 5	PABPC5 PABP5	Homo sapiens (Human)	382
Q96EG3	Q96EG3	reviewed	ZN837_HUMAN	Zinc finger protein 837	ZNF837	Homo sapiens (Human)	531
Q96EK6	Q96EK6	reviewed	GNA1_HUMAN	Glucosamine 6-phosphate N-acetyltransferase, EC 2.3.1.4 (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase)	GNPNAT1 GNA1	Homo sapiens (Human)	184
Q96EP1	Q96EP1	reviewed	CHFR_HUMAN	E3 ubiquitin-protein ligase CHFR, EC 2.3.2.27 (Checkpoint with forkhead and RING finger domains protein) (RING finger protein 196) (RING-type E3 ubiquitin transferase CHFR)	CHFR RNF196	Homo sapiens (Human)	664
Q96EP5	Q96EP5	reviewed	DAZP1_HUMAN	DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1)	DAZAP1	Homo sapiens (Human)	407
Q96ES7	Q96ES7	reviewed	SGF29_HUMAN	SAGA-associated factor 29 (Coiled-coil domain-containing protein 101) (SAGA complex-associated factor 29)	SGF29 CCDC101	Homo sapiens (Human)	293
Q96ET8	Q96ET8	reviewed	TV23C_HUMAN	Golgi apparatus membrane protein TVP23 homolog C	TVP23C FAM18B2 Nbla10383	Homo sapiens (Human)	276
Q96EV8	Q96EV8	reviewed	DTBP1_HUMAN	Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8, BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein, HPS7 protein)	DTNBP1 BLOC1S8 My031	Homo sapiens (Human)	351
Q96EY8	Q96EY8	reviewed	MMAB_HUMAN	Corrinoid adenosyltransferase MMAB, EC 2.5.1.- (ATP:co(I)rrinoid adenosyltransferase MMAB) (Methylmalonic aciduria type B protein)	MMAB	Homo sapiens (Human)	250
Q96EY9	Q96EY9	reviewed	ADAT3_HUMAN	Probable inactive tRNA-specific adenosine deaminase-like protein 3 (tRNA-specific adenosine-34 deaminase subunit ADAT3)	ADAT3 TAD3	Homo sapiens (Human)	351
Q96F85	Q96F85	reviewed	CNRP1_HUMAN	CB1 cannabinoid receptor-interacting protein 1, CRIP-1	CNRIP1 C2orf32	Homo sapiens (Human)	164
Q96FL8	Q96FL8	reviewed	S47A1_HUMAN	Multidrug and toxin extrusion protein 1, MATE-1, hMATE-1 (Solute carrier family 47 member 1)	SLC47A1 MATE1	Homo sapiens (Human)	570
Q96FZ5	Q96FZ5	reviewed	CKLF7_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 7 (Chemokine-like factor superfamily member 7)	CMTM7 CKLFSF7	Homo sapiens (Human)	175
Q96G27	Q96G27	reviewed	WBP1_HUMAN	WW domain-binding protein 1, WBP-1	WBP1	Homo sapiens (Human)	269
Q96GD3	Q96GD3	reviewed	SCMH1_HUMAN	Polycomb protein SCMH1 (Sex comb on midleg homolog 1)	SCMH1	Homo sapiens (Human)	660
Q96GI7	Q96GI7	reviewed	FA89A_HUMAN	Protein FAM89A	FAM89A C1orf153	Homo sapiens (Human)	184
Q96GL9	Q96GL9	reviewed	F163A_HUMAN	Protein FAM163A (Cebelin) (Neuroblastoma-derived secretory protein)	FAM163A C1orf76 NDSP	Homo sapiens (Human)	167
Q96GQ7	Q96GQ7	reviewed	DDX27_HUMAN	Probable ATP-dependent RNA helicase DDX27, EC 3.6.4.13 (DEAD box protein 27)	DDX27 cPERP-F RHLP HSPC259 PP3241	Homo sapiens (Human)	796
Q96HA8	Q96HA8	reviewed	NTAQ1_HUMAN	Protein N-terminal glutamine amidohydrolase, EC 3.5.1.122 (Protein NH2-terminal glutamine deamidase, N-terminal Gln amidase, Nt(Q)-amidase) (WDYHV motif-containing protein 1)	NTAQ1 C8orf32 WDYHV1	Homo sapiens (Human)	205
Q96I34	Q96I34	reviewed	PP16A_HUMAN	Protein phosphatase 1 regulatory subunit 16A (Myosin phosphatase-targeting subunit 3)	PPP1R16A MYPT3	Homo sapiens (Human)	528
Q96I51	Q96I51	reviewed	RCC1L_HUMAN	RCC1-like G exchanging factor-like protein, RCC1-like (Williams-Beuren syndrome chromosomal region 16 protein)	RCC1L WBSCR16	Homo sapiens (Human)	464
Q96IG2	Q96IG2	reviewed	FXL20_HUMAN	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like)	FBXL20 FBL2	Homo sapiens (Human)	436
Q96IJ6	Q96IJ6	reviewed	GMPPA_HUMAN	Mannose-1-phosphate guanyltransferase alpha (GDP-mannose pyrophosphorylase A, GMPP-alpha) (GTP-mannose-1-phosphate guanylyltransferase alpha)	GMPPA	Homo sapiens (Human)	420
Q96IR2	Q96IR2	reviewed	ZN845_HUMAN	Zinc finger protein 845	ZNF845	Homo sapiens (Human)	970
Q96IV0	Q96IV0	reviewed	NGLY1_HUMAN	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase, PNGase, hPNGase, EC 3.5.1.52 (N-glycanase 1) (Peptide:N-glycanase)	NGLY1 PNG1	Homo sapiens (Human)	654
Q96IZ5	Q96IZ5	reviewed	RBM41_HUMAN	RNA-binding protein 41 (RNA-binding motif protein 41)	RBM41	Homo sapiens (Human)	413
Q96J01	Q96J01	reviewed	THOC3_HUMAN	THO complex subunit 3, Tho3 (TEX1 homolog) (hTREX45)	THOC3	Homo sapiens (Human)	351
Q96J88	Q96J88	reviewed	ESIP1_HUMAN	Epithelial-stromal interaction protein 1	EPSTI1	Homo sapiens (Human)	318
Q96JB5	Q96JB5	reviewed	CK5P3_HUMAN	CDK5 regulatory subunit-associated protein 3 (CDK5 activator-binding protein C53) (LXXLL/leucine-zipper-containing ARF-binding protein) (Protein HSF-27)	CDK5RAP3 IC53 LZAP MSTP016 OK/SW-cl.114 PP1553	Homo sapiens (Human)	506
Q96JF6	Q96JF6	reviewed	ZN594_HUMAN	Zinc finger protein 594 (Zinc finger protein HZF18)	ZNF594 KIAA1871	Homo sapiens (Human)	807
Q96K17	Q96K17	reviewed	BT3L4_HUMAN	Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4)	BTF3L4	Homo sapiens (Human)	158
Q96K30	Q96K30	reviewed	RITA1_HUMAN	RBPJ-interacting and tubulin-associated protein 1 (RBPJ-interacting and tubulin-associated protein)	RITA1 C12orf52 RITA PSEC0043	Homo sapiens (Human)	269
Q96K31	Q96K31	reviewed	CH076_HUMAN	Uncharacterized protein C8orf76	C8orf76	Homo sapiens (Human)	380
Q96KN4	Q96KN4	reviewed	LRAT1_HUMAN	Protein LRATD1 (LRAT domain-containing 1) (Neurologic sensory protein 1, NSE1) (Protein FAM84A)	LRATD1 FAM84A NSE1	Homo sapiens (Human)	292
Q96KP4	Q96KP4	reviewed	CNDP2_HUMAN	Cytosolic non-specific dipeptidase, EC 3.4.13.18 (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase)	CNDP2 CN2 CPGL HEL-S-13 PEPA	Homo sapiens (Human)	475
Q96L50	Q96L50	reviewed	LLR1_HUMAN	Leucine-rich repeat protein 1 (4-1BB-mediated-signaling molecule) (4-1BBlrr) (LRR-repeat protein 1, LRR-1) (Peptidylprolyl isomerase-like 5)	LRR1 PPIL5	Homo sapiens (Human)	414
Q96LA6	Q96LA6	reviewed	FCRL1_HUMAN	Fc receptor-like protein 1, FcR-like protein 1, FcRL1 (Fc receptor homolog 1, FcRH1) (IFGP family protein 1, hIFGP1) (Immune receptor translocation-associated protein 5) (CD antigen CD307a)	FCRL1 FCRH1 IFGP1 IRTA5	Homo sapiens (Human)	429
Q96LA8	Q96LA8	reviewed	ANM6_HUMAN	Protein arginine N-methyltransferase 6, EC 2.1.1.319 (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6) (Histone-arginine N-methyltransferase PRMT6)	PRMT6 HRMT1L6	Homo sapiens (Human)	375
Q96LC9	Q96LC9	reviewed	BMF_HUMAN	Bcl-2-modifying factor	BMF	Homo sapiens (Human)	184
Q96LZ7	Q96LZ7	reviewed	RMD2_HUMAN	Regulator of microtubule dynamics protein 2, RMD-2, hRMD-2 (Protein FAM82A1)	RMDN2 FAM82A FAM82A1 BLOCK18 UNQ9371/PRO34163	Homo sapiens (Human)	410
Q96MD7	Q96MD7	reviewed	CI085_HUMAN	Uncharacterized protein C9orf85	C9orf85	Homo sapiens (Human)	179
Q96MG8	Q96MG8	reviewed	PCMD1_HUMAN	Protein-L-isoaspartate O-methyltransferase domain-containing protein 1	PCMTD1	Homo sapiens (Human)	357
Q96MP8	Q96MP8	reviewed	KCTD7_HUMAN	BTB/POZ domain-containing protein KCTD7	KCTD7	Homo sapiens (Human)	289
Q96MS0	Q96MS0	reviewed	ROBO3_HUMAN	Roundabout homolog 3 (Roundabout-like protein 3)	ROBO3	Homo sapiens (Human)	1386
Q96MT0	Q96MT0	reviewed	YJ006_HUMAN	Putative uncharacterized protein FLJ31958		Homo sapiens (Human)	163
Q96MW7	Q96MW7	reviewed	TIGD1_HUMAN	Tigger transposable element-derived protein 1	TIGD1	Homo sapiens (Human)	591
Q96N66	Q96N66	reviewed	MBOA7_HUMAN	Lysophospholipid acyltransferase 7, LPLAT 7, EC 2.3.1.- (1-acylglycerophosphatidylinositol O-acyltransferase) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase, LPIAT, Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7, O-acyltransferase domain-containing protein 7, h-mboa-7)	MBOAT7 BB1 LENG4 OACT7	Homo sapiens (Human)	472
Q96NC0	Q96NC0	reviewed	ZMAT2_HUMAN	Zinc finger matrin-type protein 2	ZMAT2	Homo sapiens (Human)	199
Q96NL8	Q96NL8	reviewed	CF418_HUMAN	Cilia- and flagella-associated protein 418	CFAP418 C8orf37 smalltalk	Homo sapiens (Human)	207
Q96NR8	Q96NR8	reviewed	RDH12_HUMAN	Retinol dehydrogenase 12, EC 1.1.1.300 (All-trans and 9-cis retinol dehydrogenase) (Short chain dehydrogenase/reductase family 7C member 2)	RDH12 SDR7C2	Homo sapiens (Human)	316
Q96NT1	Q96NT1	reviewed	NP1L5_HUMAN	Nucleosome assembly protein 1-like 5 (Down-regulated in liver malignancy)	NAP1L5 DRLM	Homo sapiens (Human)	182
Q96NT5	Q96NT5	reviewed	PCFT_HUMAN	Proton-coupled folate transporter, HsPCFT, hPCFT (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1)	SLC46A1 G21 HCP1 PCFT	Homo sapiens (Human)	459
Q96NW7	Q96NW7	reviewed	LRRC7_HUMAN	Leucine-rich repeat-containing protein 7 (Densin-180, Densin) (Protein LAP1)	LRRC7 KIAA1365 LAP1	Homo sapiens (Human)	1537
Q96NY7	Q96NY7	reviewed	CLIC6_HUMAN	Chloride intracellular channel protein 6 (Parchorin)	CLIC6 CLIC1L	Homo sapiens (Human)	704
Q96NY9	Q96NY9	reviewed	MUS81_HUMAN	Crossover junction endonuclease MUS81, EC 3.1.22.-	MUS81	Homo sapiens (Human)	551
Q96PG2	Q96PG2	reviewed	M4A10_HUMAN	Membrane-spanning 4-domains subfamily A member 10 (CD20 antigen-like 7)	MS4A10 CD20L7 MS4A9	Homo sapiens (Human)	267
Q96PV7	Q96PV7	reviewed	F193B_HUMAN	Protein FAM193B	FAM193B IRIZIO KIAA1931	Homo sapiens (Human)	902
Q96Q06	Q96Q06	reviewed	PLIN4_HUMAN	Perilipin-4 (Adipocyte protein S3-12)	PLIN4 KIAA1881	Homo sapiens (Human)	1357
Q96QP1	Q96QP1	reviewed	ALPK1_HUMAN	Alpha-protein kinase 1, EC 2.7.11.1 (Chromosome 4 kinase) (Lymphocyte alpha-protein kinase)	ALPK1 KIAA1527 LAK	Homo sapiens (Human)	1244
Q96QS1	Q96QS1	reviewed	TSN32_HUMAN	Tetraspanin-32, Tspan-32 (Protein Phemx)	TSPAN32 PHEMX TSSC6	Homo sapiens (Human)	320
Q96RU7	Q96RU7	reviewed	TRIB3_HUMAN	Tribbles homolog 3, TRB-3 (Neuronal cell death-inducible putative kinase) (SINK) (p65-interacting inhibitor of NF-kappa-B)	TRIB3 C20orf97 NIPK SKIP3 TRB3	Homo sapiens (Human)	358
Q96RU8	Q96RU8	reviewed	TRIB1_HUMAN	Tribbles homolog 1, TRB-1 (G-protein-coupled receptor-induced gene 2 protein, GIG-2) (SKIP1)	TRIB1 C8FW GIG2 TRB1	Homo sapiens (Human)	372
Q96S53	Q96S53	reviewed	TESK2_HUMAN	Dual specificity testis-specific protein kinase 2, EC 2.7.12.1 (Testicular protein kinase 2)	TESK2	Homo sapiens (Human)	571
Q96SI1	Q96SI1	reviewed	KCD15_HUMAN	BTB/POZ domain-containing protein KCTD15 (Potassium channel tetramerization domain-containing protein 15)	KCTD15	Homo sapiens (Human)	283
Q96SL8	Q96SL8	reviewed	FIZ1_HUMAN	Flt3-interacting zinc finger protein 1 (Zinc finger protein 798)	FIZ1 ZNF798	Homo sapiens (Human)	496
Q96SQ5	Q96SQ5	reviewed	ZN587_HUMAN	Zinc finger protein 587	ZNF587	Homo sapiens (Human)	575
Q96SY0	Q96SY0	reviewed	INT14_HUMAN	Integrator complex subunit 14 (von Willebrand factor A domain-containing protein 9)	INTS14 C15orf44 VWA9	Homo sapiens (Human)	518
Q96TA2	Q96TA2	reviewed	YMEL1_HUMAN	ATP-dependent zinc metalloprotease YME1L1, EC 3.4.24.- (ATP-dependent metalloprotease FtsH1) (Meg-4) (Presenilin-associated metalloprotease, PAMP) (YME1-like protein 1)	YME1L1 FTSH1 YME1L UNQ1868/PRO4304	Homo sapiens (Human)	773
Q99466	Q99466	reviewed	NOTC4_HUMAN	Neurogenic locus notch homolog protein 4, Notch 4, hNotch4 [Cleaved into: Notch 4 extracellular truncation; Notch 4 intracellular domain ]	NOTCH4 INT3	Homo sapiens (Human)	2003
Q99523	Q99523	reviewed	SORT_HUMAN	Sortilin (100 kDa NT receptor) (Glycoprotein 95, Gp95) (Neurotensin receptor 3, NT3, NTR3)	SORT1	Homo sapiens (Human)	831
Q99572	Q99572	reviewed	P2RX7_HUMAN	P2X purinoceptor 7, P2X7 (ATP receptor) (P2Z receptor) (Purinergic receptor)	P2RX7	Homo sapiens (Human)	595
Q99593	Q99593	reviewed	TBX5_HUMAN	T-box transcription factor TBX5, T-box protein 5	TBX5	Homo sapiens (Human)	518
Q99608	Q99608	reviewed	NECD_HUMAN	Necdin	NDN	Homo sapiens (Human)	321
Q99624	Q99624	reviewed	S38A3_HUMAN	Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1)	SLC38A3 G17 NAT1 SN1 SNAT3	Homo sapiens (Human)	504
Q99697	Q99697	reviewed	PITX2_HUMAN	Pituitary homeobox 2 (ALL1-responsive protein ARP1) (Homeobox protein PITX2) (Paired-like homeodomain transcription factor 2) (RIEG bicoid-related homeobox transcription factor) (Solurshin)	PITX2 ARP1 RGS RIEG RIEG1	Homo sapiens (Human)	317
Q99707	Q99707	reviewed	METH_HUMAN	Methionine synthase, MS, EC 2.1.1.13 (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase)	MTR	Homo sapiens (Human)	1265
Q99729	Q99729	reviewed	ROAA_HUMAN	Heterogeneous nuclear ribonucleoprotein A/B, hnRNP A/B (APOBEC1-binding protein 1, ABBP-1)	HNRNPAB ABBP1 HNRPAB	Homo sapiens (Human)	332
Q99788	Q99788	reviewed	CML1_HUMAN	Chemerin-like receptor 1 (Chemokine-like receptor 1) (G-protein coupled receptor ChemR23) (G-protein coupled receptor DEZ)	CMKLR1 CHEMR23 DEZ	Homo sapiens (Human)	373
Q99795	Q99795	reviewed	GPA33_HUMAN	Cell surface A33 antigen (Glycoprotein A33)	GPA33	Homo sapiens (Human)	319
Q99814	Q99814	reviewed	EPAS1_HUMAN	Endothelial PAS domain-containing protein 1, EPAS-1 (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73, bHLHe73) (HIF-1-alpha-like factor, HLF) (Hypoxia-inducible factor 2-alpha, HIF-2-alpha, HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2)	EPAS1 BHLHE73 HIF2A MOP2 PASD2	Homo sapiens (Human)	870
Q99835	Q99835	reviewed	SMO_HUMAN	Smoothened homolog, SMO (Protein Gx)	SMO SMOH	Homo sapiens (Human)	787
Q99865	Q99865	reviewed	SPI2A_HUMAN	Spindlin-2A (Protein DXF34) (Spindlin-like protein 2A, SPIN-2, SPIN-2A)	SPIN2A DXF34 SPIN2	Homo sapiens (Human)	258
Q99942	Q99942	reviewed	RNF5_HUMAN	E3 ubiquitin-protein ligase RNF5, EC 2.3.2.27 (RING finger protein 5) (Ram1 homolog, HsRma1)	RNF5 G16 NG2 RMA1	Homo sapiens (Human)	180
Q99966	Q99966	reviewed	CITE1_HUMAN	Cbp/p300-interacting transactivator 1 (Melanocyte-specific protein 1)	CITED1 MSG1	Homo sapiens (Human)	193
Q99983	Q99983	reviewed	OMD_HUMAN	Osteomodulin (Keratan sulfate proteoglycan osteomodulin, KSPG osteomodulin) (Osteoadherin, OSAD)	OMD SLRR2C UNQ190/PRO216	Homo sapiens (Human)	421
Q99988	Q99988	reviewed	GDF15_HUMAN	Growth/differentiation factor 15, GDF-15 (Macrophage inhibitory cytokine 1, MIC-1) (NSAID-activated gene 1 protein, NAG-1) (NSAID-regulated gene 1 protein, NRG-1) (Placental TGF-beta) (Placental bone morphogenetic protein) (Prostate differentiation factor)	GDF15 MIC1 PDF PLAB PTGFB	Homo sapiens (Human)	308
Q99990	Q99990	reviewed	VGLL1_HUMAN	Transcription cofactor vestigial-like protein 1, Vgl-1 (Protein TONDU)	VGLL1 TDU	Homo sapiens (Human)	258
Q9BQ24	Q9BQ24	reviewed	ZFY21_HUMAN	Zinc finger FYVE domain-containing protein 21, ZF21	ZFYVE21	Homo sapiens (Human)	234
Q9BQ69	Q9BQ69	reviewed	MACD1_HUMAN	ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1, EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1, EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1, EC 3.2.2.-)	MACROD1 LRP16	Homo sapiens (Human)	325
Q9BQI9	Q9BQI9	reviewed	NRIP2_HUMAN	Nuclear receptor-interacting protein 2	NRIP2	Homo sapiens (Human)	281
Q9BR61	Q9BR61	reviewed	ACBD6_HUMAN	Acyl-CoA-binding domain-containing protein 6	ACBD6	Homo sapiens (Human)	282
Q9BRF8	Q9BRF8	reviewed	CPPED_HUMAN	Serine/threonine-protein phosphatase CPPED1, EC 3.1.3.16 (Calcineurin-like phosphoesterase domain-containing protein 1) (Complete S-transactivated protein 1)	CPPED1 CSTP1	Homo sapiens (Human)	314
Q9BRH9	Q9BRH9	reviewed	ZN251_HUMAN	Zinc finger protein 251	ZNF251	Homo sapiens (Human)	671
Q9BRK0	Q9BRK0	reviewed	REEP2_HUMAN	Receptor expression-enhancing protein 2	REEP2 C5orf19 SGC32445	Homo sapiens (Human)	252
Q9BRK5	Q9BRK5	reviewed	CAB45_HUMAN	45 kDa calcium-binding protein, Cab45 (Stromal cell-derived factor 4, SDF-4)	SDF4 CAB45 PSEC0034	Homo sapiens (Human)	362
Q9BRT9	Q9BRT9	reviewed	SLD5_HUMAN	DNA replication complex GINS protein SLD5 (GINS complex subunit 4) [Cleaved into: DNA replication complex GINS protein SLD5, N-terminally processed ]	GINS4 SLD5	Homo sapiens (Human)	223
Q9BRV8	Q9BRV8	reviewed	SIKE1_HUMAN	Suppressor of IKBKE 1 (Suppressor of IKK-epsilon)	SIKE1 SIKE	Homo sapiens (Human)	207
Q9BS16	Q9BS16	reviewed	CENPK_HUMAN	Centromere protein K, CENP-K (Interphase centromere complex protein 37) (Protein AF-5alpha) (p33)	CENPK ICEN37 FKSG14	Homo sapiens (Human)	269
Q9BSF0	Q9BSF0	reviewed	SMAKA_HUMAN	Small membrane A-kinase anchor protein, Small membrane AKAP, smAKAP	C2orf88	Homo sapiens (Human)	95
Q9BSH4	Q9BSH4	reviewed	TACO1_HUMAN	Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I)	TACO1 CCDC44 PRO0477	Homo sapiens (Human)	297
Q9BSJ2	Q9BSJ2	reviewed	GCP2_HUMAN	Gamma-tubulin complex component 2, GCP-2, hGCP2 (Gamma-ring complex protein 103 kDa, h103p, hGrip103) (Spindle pole body protein Spc97 homolog, hSpc97)	TUBGCP2 GCP2	Homo sapiens (Human)	902
Q9BSM1	Q9BSM1	reviewed	PCGF1_HUMAN	Polycomb group RING finger protein 1 (Nervous system Polycomb-1, NSPc1) (RING finger protein 68)	PCGF1 NSPC1 RNF68	Homo sapiens (Human)	259
Q9BT09	Q9BT09	reviewed	CNPY3_HUMAN	Protein canopy homolog 3 (CTG repeat protein 4a) (Expanded repeat-domain protein CAG/CTG 5) (Protein associated with TLR4) (Trinucleotide repeat-containing gene 5 protein)	CNPY3 CTG4A ERDA5 PRAT4A TNRC5 HSPC084 UNQ1934/PRO4409	Homo sapiens (Human)	278
Q9BT23	Q9BT23	reviewed	LIMD2_HUMAN	LIM domain-containing protein 2	LIMD2 SB143	Homo sapiens (Human)	127
Q9BT43	Q9BT43	reviewed	RPC7L_HUMAN	DNA-directed RNA polymerase III subunit RPC7-like, RNA polymerase III subunit C7-like (DNA-directed RNA polymerase III subunit G-like) (RNA polymerase III 32 kDa beta subunit, RPC32-beta)	POLR3GL	Homo sapiens (Human)	218
Q9BTF0	Q9BTF0	reviewed	THUM2_HUMAN	THUMP domain-containing protein 2	THUMPD2 C2orf8	Homo sapiens (Human)	503
Q9BTL3	Q9BTL3	reviewed	RAMAC_HUMAN	RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein, RAM)	RAMAC C15orf18 FAM103A1 RAMMET	Homo sapiens (Human)	118
Q9BTV4	Q9BTV4	reviewed	TMM43_HUMAN	Transmembrane protein 43 (Protein LUMA)	TMEM43 UNQ2564/PRO6244	Homo sapiens (Human)	400
Q9BTW9	Q9BTW9	reviewed	TBCD_HUMAN	Tubulin-specific chaperone D (Beta-tubulin cofactor D, tfcD) (SSD-1) (Tubulin-folding cofactor D)	TBCD KIAA0988 SSD1 TFCD PP1096	Homo sapiens (Human)	1192
Q9BUE6	Q9BUE6	reviewed	ISCA1_HUMAN	Iron-sulfur cluster assembly 1 homolog, mitochondrial (HESB-like domain-containing protein 2) (Iron-sulfur assembly protein IscA, hIscA)	ISCA1 HBLD2 GK004	Homo sapiens (Human)	129
Q9BUG6	Q9BUG6	reviewed	ZSA5A_HUMAN	Zinc finger and SCAN domain-containing protein 5A (Zinc finger protein 495)	ZSCAN5A ZNF495 ZSCAN5	Homo sapiens (Human)	496
Q9BUI4	Q9BUI4	reviewed	RPC3_HUMAN	DNA-directed RNA polymerase III subunit RPC3, RNA polymerase III subunit C3 (DNA-directed RNA polymerase III subunit C) (RNA polymerase III 62 kDa subunit, RPC62)	POLR3C	Homo sapiens (Human)	534
Q9BUN5	Q9BUN5	reviewed	CC28B_HUMAN	Coiled-coil domain-containing protein 28B	CCDC28B	Homo sapiens (Human)	200
Q9BV23	Q9BV23	reviewed	ABHD6_HUMAN	Monoacylglycerol lipase ABHD6, EC 3.1.1.23 (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 6)	ABHD6	Homo sapiens (Human)	337
Q9BV29	Q9BV29	reviewed	CCD32_HUMAN	Coiled-coil domain-containing protein 32	CCDC32 C15orf57	Homo sapiens (Human)	185
Q9BV38	Q9BV38	reviewed	WDR18_HUMAN	WD repeat-containing protein 18	WDR18	Homo sapiens (Human)	432
Q9BV86	Q9BV86	reviewed	NTM1A_HUMAN	N-terminal Xaa-Pro-Lys N-methyltransferase 1, EC 2.1.1.244 (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A, NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed ]	NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003	Homo sapiens (Human)	223
Q9BVN2	Q9BVN2	reviewed	RUSC1_HUMAN	AP-4 complex accessory subunit RUSC1 (New molecule containing SH3 at the carboxy-terminus, Nesca) (RUN and SH3 domain-containing protein 1)	RUSC1 NESCA	Homo sapiens (Human)	902
Q9BVP2	Q9BVP2	reviewed	GNL3_HUMAN	Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47, NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin)	GNL3 E2IG3 NS	Homo sapiens (Human)	549
Q9BVS5	Q9BVS5	reviewed	TR61B_HUMAN	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial, EC 2.1.1.220 (mRNA methyladenosine-N(1)-methyltransferase, EC 2.1.1.-)	TRMT61B	Homo sapiens (Human)	477
Q9BW61	Q9BW61	reviewed	DDA1_HUMAN	DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1, PCIA-1)	DDA1 C19orf58 PCIA1	Homo sapiens (Human)	102
Q9BWJ5	Q9BWJ5	reviewed	SF3B5_HUMAN	Splicing factor 3B subunit 5, SF3b5 (Pre-mRNA-splicing factor SF3b 10 kDa subunit)	SF3B5 SF3B10	Homo sapiens (Human)	86
Q9BWK5	Q9BWK5	reviewed	CYREN_HUMAN	Cell cycle regulator of non-homologous end joining, Cell cycle regulator of NHEJ (Modulator of retrovirus infection homolog)	CYREN C7orf49 MRI	Homo sapiens (Human)	157
Q9BWS9	Q9BWS9	reviewed	CHID1_HUMAN	Chitinase domain-containing protein 1 (Stabilin-1-interacting chitinase-like protein, SI-CLP)	CHID1 GL008 PSEC0104 SB139	Homo sapiens (Human)	393
Q9BWU1	Q9BWU1	reviewed	CDK19_HUMAN	Cyclin-dependent kinase 19, EC 2.7.11.22 (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19) (Cyclin-dependent kinase 11) (Death-preventing kinase)	CDK19 CDC2L6 CDK11 KIAA1028	Homo sapiens (Human)	502
