ENSG00000105939	ZC3HAV1
ENSG00000168461	RAB31
ENSG00000149532	CPSF7
ENSG00000148396	SEC16A
ENSG00000096384	HSP90AB1
ENSG00000141027	NCOR1
ENSG00000088325	TPX2
ENSG00000106415	GLCCI1
ENSG00000079432	CIC
ENSG00000100139	MICALL1
ENSG00000074964	ARHGEF10L
ENSG00000163539	CLASP2
ENSG00000130779	CLIP1
ENSG00000177200	CHD9
ENSG00000110321	EIF4G2
ENSG00000163629	PTPN13
ENSG00000147862	NFIB
ENSG00000147133	TAF1
ENSG00000096696	DSP
ENSG00000144645	OSBPL10
ENSG00000131711	MAP1B
ENSG00000196776	CD47
ENSG00000072121	ZFYVE26
ENSG00000158417	EIF5B
ENSG00000166963	MAP1A
ENSG00000111913	RIPOR2
ENSG00000122257	RBBP6
ENSG00000105738	SIPA1L3
ENSG00000165699	TSC1
ENSG00000106346	USP42
ENSG00000166925	TSC22D4
ENSG00000266028	SRGAP2
ENSG00000162769	FLVCR1
ENSG00000278535	DHRS11
ENSG00000160058	BSDC1
ENSG00000118412	CASP8AP2
ENSG00000110427	KIAA1549L
ENSG00000162105	SHANK2
ENSG00000055609	KMT2C
ENSG00000196588	MKL1
ENSG00000188895	MSL1
ENSG00000167900	TK1
ENSG00000186871	ERCC6L
ENSG00000196943	NOP9
ENSG00000010292	NCAPD2
ENSG00000120802	TMPO
ENSG00000136044	APPL2
ENSG00000120341	SEC16B
ENSG00000143970	ASXL2
ENSG00000102241	HTATSF1
ENSG00000075340	ADD2
ENSG00000125637	PSD4
ENSG00000162735	PEX19
ENSG00000122257	RBBP6
ENSG00000142599	RERE
ENSG00000137824	RMDN3
ENSG00000137601	NEK1
ENSG00000064703	DDX20
ENSG00000156603	MED19
ENSG00000167978	SRRM2
ENSG00000079819	EPB41L2
ENSG00000166289	PLEKHF1
ENSG00000166398	KIAA0355
ENSG00000096696	DSP
ENSG00000114416	FXR1
ENSG00000204569	PPP1R10
ENSG00000080503	SMARCA2
ENSG00000173692	PSMD1
ENSG00000107104	KANK1
ENSG00000180228	PRKRA
ENSG00000164327	RICTOR
ENSG00000147130	ZMYM3
ENSG00000149636	DSN1
ENSG00000159873	CCDC117
ENSG00000155974	GRIP1
ENSG00000118729	CASQ2
ENSG00000116991	SIPA1L2
ENSG00000077454	LRCH4
ENSG00000029363	BCLAF1
ENSG00000168497	CAVIN2
ENSG00000168542	COL3A1
ENSG00000065526	SPEN
ENSG00000162599	NFIA
ENSG00000140464	PML
ENSG00000141522	ARHGDIA
ENSG00000068394	GPKOW
ENSG00000146950	SHROOM2
ENSG00000117724	CENPF
ENSG00000029534	ANK1
ENSG00000152409	JMY
ENSG00000105559	PLEKHA4
ENSG00000141551	CSNK1D
ENSG00000079156	OSBPL6
ENSG00000165895	ARHGAP42
ENSG00000104447	TRPS1
ENSG00000087365	SF3B2
ENSG00000185567	AHNAK2
ENSG00000115514	TXNDC9
ENSG00000101654	RNMT
ENSG00000073712	FERMT2
ENSG00000107099	DOCK8
ENSG00000248905	FMN1
ENSG00000138385	SSB
ENSG00000167978	SRRM2
ENSG00000091542	ALKBH5
ENSG00000136478	TEX2
ENSG00000180921	FAM83H
ENSG00000101057	MYBL2
ENSG00000103319	EEF2K
ENSG00000184730	APOBR
ENSG00000070814	TCOF1
ENSG00000149115	TNKS1BP1
ENSG00000110171	TRIM3
ENSG00000186871	ERCC6L
ENSG00000143183	TMCO1
ENSG00000105738	SIPA1L3
ENSG00000178209	PLEC
ENSG00000137776	SLTM
ENSG00000096063	SRPK1
ENSG00000101096	NFATC2
ENSG00000178409	BEND3
ENSG00000166333	ILK
ENSG00000198730	CTR9
ENSG00000095370	SH2D3C
ENSG00000143554	SLC27A3
ENSG00000130158	DOCK6
ENSG00000133030	MPRIP
ENSG00000185567	AHNAK2
ENSG00000163932	PRKCD
ENSG00000257103	LSM14A
ENSG00000164985	PSIP1
ENSG00000100368	CSF2RB
ENSG00000275066	SYNRG
ENSG00000124942	AHNAK
ENSG00000204673	AKT1S1
ENSG00000172943	PHF8
ENSG00000069275	NUCKS1
ENSG00000134121	CHL1
ENSG00000122194	PLG
ENSG00000002834	LASP1
ENSG00000136436	CALCOCO2
ENSG00000104885	DOT1L
ENSG00000158352	SHROOM4
ENSG00000100888	CHD8
ENSG00000081154	PCNP
ENSG00000101400	SNTA1
ENSG00000156675	RAB11FIP1
ENSG00000069020	MAST4
ENSG00000142599	RERE
ENSG00000133858	ZFC3H1
ENSG00000112118	MCM3
ENSG00000129465	RIPK3
ENSG00000084636	COL16A1
ENSG00000129625	REEP5
ENSG00000115896	PLCL1
ENSG00000149115	TNKS1BP1
ENSG00000179889	PDXDC1
ENSG00000131626	PPFIA1
ENSG00000135829	DHX9
ENSG00000116539	ASH1L
ENSG00000146457	WTAP
ENSG00000118473	SGIP1
ENSG00000127616	SMARCA4
ENSG00000111669	TPI1
ENSG00000197321	SVIL
ENSG00000025770	NCAPH2
ENSG00000064313	TAF2
ENSG00000137076	TLN1
ENSG00000159166	LAD1
ENSG00000117222	RBBP5
ENSG00000165959	CLMN
ENSG00000185567	AHNAK2
ENSG00000103042	SLC38A7
ENSG00000214655	ZSWIM8
ENSG00000144366	GULP1
ENSG00000153827	TRIP12
ENSG00000096696	DSP
ENSG00000137145	DENND4C
ENSG00000095637	SORBS1
ENSG00000198589	LRBA
ENSG00000005844	ITGAL
ENSG00000138835	RGS3
ENSG00000115504	EHBP1
ENSG00000128512	DOCK4
ENSG00000125844	RRBP1
ENSG00000137221	TJAP1
ENSG00000148773	MKI67
ENSG00000131374	TBC1D5
ENSG00000171560	FGA
ENSG00000143702	CEP170
ENSG00000164309	CMYA5
ENSG00000172869	DMXL1
ENSG00000134278	SPIRE1
ENSG00000172869	DMXL1
ENSG00000164309	CMYA5
ENSG00000131435	PDLIM4
ENSG00000110395	CBL
ENSG00000169554	ZEB2
ENSG00000124151	NCOA3
ENSG00000146872	TLK2
ENSG00000125676	THOC2
ENSG00000122786	CALD1
ENSG00000048649	RSF1
ENSG00000167978	SRRM2
ENSG00000150593	PDCD4
ENSG00000128422	KRT17
ENSG00000116584	ARHGEF2
ENSG00000128284	APOL3
ENSG00000153132	CLGN
ENSG00000165322	ARHGAP12
ENSG00000100503	NIN
ENSG00000080200	CRYBG3
ENSG00000106477	CEP41
ENSG00000198646	NCOA6
ENSG00000129534	MIS18BP1
ENSG00000111554	MDM1
ENSG00000103091	WDR59
ENSG00000110031	LPXN
ENSG00000134909	ARHGAP32
ENSG00000078269	SYNJ2
ENSG00000092148	HECTD1
ENSG00000167978	SRRM2
ENSG00000148737	TCF7L2
ENSG00000096384	HSP90AB1
ENSG00000134333	LDHA
ENSG00000131051	RBM39
ENSG00000155561	NUP205
ENSG00000101361	NOP56
ENSG00000196498	NCOR2
ENSG00000124140	SLC12A5
ENSG00000188130	MAPK12
ENSG00000123485	HJURP
ENSG00000149781	FERMT3
ENSG00000119321	FKBP15
ENSG00000113758	DBN1
ENSG00000130701	RBBP8NL
ENSG00000162733	DDR2
ENSG00000105298	CACTIN
ENSG00000079308	TNS1
ENSG00000128283	CDC42EP1
ENSG00000184640	SEPT9
ENSG00000105939	ZC3HAV1
ENSG00000079308	TNS1
ENSG00000171314	PGAM1
ENSG00000198265	HELZ
ENSG00000166444	ST5
ENSG00000137309	HMGA1
ENSG00000149294	NCAM1
ENSG00000140682	TGFB1I1
ENSG00000142507	PSMB6
ENSG00000172465	TCEAL1
ENSG00000186716	BCR
ENSG00000082074	FYB1
ENSG00000131378	RFTN1
ENSG00000135341	MAP3K7
ENSG00000083520	DIS3
ENSG00000162522	KIAA1522
ENSG00000057935	MTA3
ENSG00000145907	G3BP1
ENSG00000013810	TACC3
ENSG00000140836	ZFHX3
ENSG00000138182	KIF20B
ENSG00000124942	AHNAK
ENSG00000146909	NOM1
ENSG00000070814	TCOF1
ENSG00000184524	CEND1
ENSG00000160633	SAFB
ENSG00000164190	NIPBL
ENSG00000180096	SEPT1
ENSG00000196498	NCOR2
ENSG00000087274	ADD1
ENSG00000148773	MKI67
ENSG00000165322	ARHGAP12
ENSG00000151150	ANK3
ENSG00000169855	ROBO1
ENSG00000178209	PLEC
ENSG00000241973	PI4KA
ENSG00000163029	SMC6
ENSG00000137672	TRPC6
ENSG00000107104	KANK1
ENSG00000160710	ADAR
ENSG00000133392	MYH11
ENSG00000170561	IRX2
ENSG00000132485	ZRANB2
ENSG00000169714	CNBP
ENSG00000158856	DMTN
ENSG00000105738	SIPA1L3
ENSG00000031823	RANBP3
ENSG00000124942	AHNAK
ENSG00000124942	AHNAK
ENSG00000158545	ZC3H18
ENSG00000174705	SH3PXD2B
ENSG00000188895	MSL1
ENSG00000137145	DENND4C
ENSG00000133026	MYH10
ENSG00000086758	HUWE1
ENSG00000173786	CNP
ENSG00000131370	SH3BP5
ENSG00000187800	PEAR1
ENSG00000148700	ADD3
ENSG00000090372	STRN4
ENSG00000133704	IPO8
ENSG00000214078	CPNE1
ENSG00000196924	FLNA
ENSG00000131016	AKAP12
ENSG00000143373	ZNF687
ENSG00000139436	GIT2
ENSG00000184708	EIF4ENIF1
ENSG00000067533	RRP15
ENSG00000132024	CC2D1A
ENSG00000204569	PPP1R10
ENSG00000139218	SCAF11
ENSG00000158417	EIF5B
ENSG00000075618	FSCN1
ENSG00000136026	CKAP4
ENSG00000119321	FKBP15
ENSG00000091039	OSBPL8
ENSG00000023516	AKAP11
ENSG00000156983	BRPF1
ENSG00000133226	SRRM1
ENSG00000149503	INCENP
ENSG00000163946	FAM208A
ENSG00000046604	DSG2
ENSG00000166317	SYNPO2L
ENSG00000103534	TMC5
ENSG00000102921	N4BP1
ENSG00000139970	RTN1
ENSG00000186001	LRCH3
ENSG00000115808	STRN
ENSG00000101868	POLA1
ENSG00000100097	LGALS1
ENSG00000161813	LARP4
ENSG00000106261	ZKSCAN1
ENSG00000161036	LRWD1
ENSG00000163655	GMPS
ENSG00000117523	PRRC2C
ENSG00000204356	NELFE
ENSG00000153107	ANAPC1
ENSG00000164828	SUN1
ENSG00000176444	CLK2
ENSG00000143337	TOR1AIP1
ENSG00000047410	TPR
ENSG00000198087	CD2AP
ENSG00000151693	ASAP2
ENSG00000133226	SRRM1
ENSG00000101040	ZMYND8
ENSG00000108557	RAI1
ENSG00000168502	MTCL1
ENSG00000124942	AHNAK
ENSG00000101191	DIDO1
ENSG00000142875	PRKACB
ENSG00000176092	CRYBG2
ENSG00000204577	LILRB3
ENSG00000167522	ANKRD11
ENSG00000100354	TNRC6B
ENSG00000114127	XRN1
ENSG00000147394	ZNF185
ENSG00000172403	SYNPO2
ENSG00000172893	DHCR7
ENSG00000042317	SPATA7
ENSG00000160007	ARHGAP35
ENSG00000272333	KMT2B
ENSG00000133083	DCLK1
ENSG00000146950	SHROOM2
ENSG00000146950	SHROOM2
ENSG00000106682	EIF4H
ENSG00000166963	MAP1A
ENSG00000184640	SEPT9
ENSG00000155324	GRAMD2B
ENSG00000135480	KRT7
ENSG00000057657	PRDM1
ENSG00000134762	DSC3
ENSG00000105732	ZNF574
ENSG00000160957	RECQL4
ENSG00000185340	GAS2L1
ENSG00000103479	RBL2
ENSG00000104369	JPH1
ENSG00000129595	EPB41L4A
ENSG00000167978	SRRM2
ENSG00000257923	CUX1
ENSG00000167978	SRRM2
ENSG00000115053	NCL
ENSG00000143321	HDGF
ENSG00000133026	MYH10
ENSG00000154743	TSEN2
ENSG00000272333	KMT2B
ENSG00000166963	MAP1A
ENSG00000104419	NDRG1
ENSG00000132670	PTPRA
ENSG00000117523	PRRC2C
ENSG00000188883	KLRG2
ENSG00000127527	EPS15L1
ENSG00000109180	OCIAD1
ENSG00000163002	NUP35
ENSG00000155792	DEPTOR
ENSG00000107957	SH3PXD2A
ENSG00000164061	BSN
ENSG00000096063	SRPK1
ENSG00000076108	BAZ2A
ENSG00000087077	TRIP6
ENSG00000067606	PRKCZ
ENSG00000167978	SRRM2
ENSG00000173898	SPTBN2
ENSG00000130775	THEMIS2
ENSG00000110841	PPFIBP1
ENSG00000114857	NKTR
ENSG00000099992	TBC1D10A
ENSG00000180900	SCRIB
ENSG00000067369	TP53BP1
ENSG00000171634	BPTF
ENSG00000130635	COL5A1
ENSG00000099812	MISP
ENSG00000148773	MKI67
ENSG00000115306	SPTBN1
ENSG00000090975	PITPNM2
ENSG00000143772	ITPKB
ENSG00000072694	FCGR2B
ENSG00000167685	ZNF444
ENSG00000113368	LMNB1
ENSG00000166845	C18orf54
ENSG00000204525	HLA-C
ENSG00000171885	AQP4
ENSG00000178209	PLEC
ENSG00000138193	PLCE1
ENSG00000090615	GOLGA3
ENSG00000101882	NKAP
ENSG00000188529	SRSF10
ENSG00000094916	CBX5
ENSG00000166848	TERF2IP
ENSG00000163512	AZI2
ENSG00000076826	CAMSAP3
ENSG00000170322	NFRKB
ENSG00000104413	ESRP1
ENSG00000124942	AHNAK
ENSG00000137076	TLN1
ENSG00000151655	ITIH2
ENSG00000165660	ABRAXAS2
ENSG00000149596	JPH2
ENSG00000180900	SCRIB
ENSG00000073614	KDM5A
ENSG00000111057	KRT18
ENSG00000153207	AHCTF1
ENSG00000198561	CTNND1
ENSG00000171862	PTEN
ENSG00000168477	TNXB
ENSG00000136021	SCYL2
ENSG00000171224	FAM241B
ENSG00000177169	ULK1
ENSG00000160957	RECQL4
ENSG00000132424	PNISR
ENSG00000124942	AHNAK
ENSG00000163166	IWS1
ENSG00000131037	EPS8L1
ENSG00000197081	IGF2R
ENSG00000019144	PHLDB1
ENSG00000167978	SRRM2
ENSG00000122257	RBBP6
ENSG00000153207	AHCTF1
ENSG00000101439	CST3
ENSG00000120549	KIAA1217
ENSG00000070808	CAMK2A
ENSG00000088367	EPB41L1
ENSG00000126464	PRR12
ENSG00000166140	ZFYVE19
ENSG00000163660	CCNL1
ENSG00000071794	HLTF
ENSG00000088367	EPB41L1
ENSG00000155858	LSM11
ENSG00000198399	ITSN2
ENSG00000178035	IMPDH2
ENSG00000125676	THOC2
ENSG00000173276	ZBTB21
ENSG00000108604	SMARCD2
ENSG00000074660	SCARF1
ENSG00000196712	NF1
ENSG00000178209	PLEC
ENSG00000111642	CHD4
ENSG00000172765	TMCC1
ENSG00000114126	TFDP2
ENSG00000100285	NEFH
ENSG00000156504	FAM122B
ENSG00000205903	ZNF316
ENSG00000116128	BCL9
ENSG00000196814	MVB12B
ENSG00000077380	DYNC1I2
ENSG00000047188	YTHDC2
ENSG00000179912	R3HDM2
ENSG00000114982	KANSL3
ENSG00000165494	PCF11
ENSG00000136717	BIN1
ENSG00000173575	CHD2
ENSG00000162105	SHANK2
ENSG00000166963	MAP1A
ENSG00000145362	ANK2
ENSG00000179218	CALR
ENSG00000163697	APBB2
ENSG00000031691	CENPQ
ENSG00000145996	CDKAL1
ENSG00000132825	PPP1R3D
ENSG00000149948	HMGA2
ENSG00000103313	MEFV
ENSG00000109089	CDR2L
ENSG00000113368	LMNB1
ENSG00000147526	TACC1
ENSG00000121741	ZMYM2
ENSG00000174705	SH3PXD2B
ENSG00000103126	AXIN1
ENSG00000171368	TPPP
ENSG00000115053	NCL
ENSG00000085721	RRN3
ENSG00000127580	WDR24
ENSG00000179134	SAMD4B
ENSG00000101413	RPRD1B
ENSG00000141298	SSH2
ENSG00000100285	NEFH
ENSG00000064651	SLC12A2
ENSG00000067334	DNTTIP2
ENSG00000136717	BIN1
ENSG00000102030	NAA10
ENSG00000068971	PPP2R5B
ENSG00000125484	GTF3C4
ENSG00000185567	AHNAK2
ENSG00000138735	PDE5A
ENSG00000145321	GC
ENSG00000065457	ADAT1
ENSG00000184304	PRKD1
ENSG00000116731	PRDM2
ENSG00000069956	MAPK6
ENSG00000019144	PHLDB1
ENSG00000160796	NBEAL2
ENSG00000187867	PALM3
ENSG00000148426	PROSER2
ENSG00000134508	CABLES1
ENSG00000167491	GATAD2A
ENSG00000115504	EHBP1
ENSG00000118503	TNFAIP3
ENSG00000181191	PJA1
ENSG00000106443	PHF14
ENSG00000153201	RANBP2
ENSG00000107263	RAPGEF1
ENSG00000166963	MAP1A
ENSG00000143970	ASXL2
ENSG00000105486	LIG1
ENSG00000117000	RLF
ENSG00000126804	ZBTB1
ENSG00000119778	ATAD2B
ENSG00000131711	MAP1B
ENSG00000100625	SIX4
ENSG00000031081	ARHGAP31
ENSG00000104728	ARHGEF10
ENSG00000082258	CCNT2
ENSG00000133030	MPRIP
ENSG00000166925	TSC22D4
ENSG00000133226	SRRM1
ENSG00000157107	FCHO2
ENSG00000167674	HDGFL2
ENSG00000162402	USP24
ENSG00000140382	HMG20A
ENSG00000067167	TRAM1
ENSG00000134597	RBMX2
ENSG00000167258	CDK12
ENSG00000099995	SF3A1
ENSG00000138162	TACC2
ENSG00000166483	WEE1
ENSG00000138688	KIAA1109
ENSG00000114439	BBX
ENSG00000164440	TXLNB
ENSG00000213047	DENND1B
ENSG00000131711	MAP1B
ENSG00000104517	UBR5
ENSG00000133226	SRRM1
ENSG00000150316	CWC15
ENSG00000131263	RLIM
ENSG00000125503	PPP1R12C
ENSG00000196872	KIAA1211L
ENSG00000198795	ZNF521
ENSG00000158545	ZC3H18
ENSG00000109436	TBC1D9
ENSG00000064218	DMRT3
ENSG00000173744	AGFG1
ENSG00000168883	USP39
ENSG00000102225	CDK16
ENSG00000121440	PDZRN3
ENSG00000106261	ZKSCAN1
ENSG00000076242	MLH1
ENSG00000166716	ZNF592
ENSG00000155506	LARP1
ENSG00000171813	PWWP2B
ENSG00000075340	ADD2
ENSG00000088726	TMEM40
ENSG00000214456	PLIN5
ENSG00000149273	RPS3
ENSG00000130528	HRC
ENSG00000126777	KTN1
ENSG00000174791	RIN1
ENSG00000196531	NACA
ENSG00000133835	HSD17B4
ENSG00000095585	BLNK
ENSG00000129810	SGO1
ENSG00000125743	SNRPD2
ENSG00000163399	ATP1A1
ENSG00000128422	KRT17
ENSG00000134058	CDK7
ENSG00000162298	SYVN1
ENSG00000126461	SCAF1
ENSG00000137171	KLC4
ENSG00000134744	ZCCHC11
ENSG00000204681	GABBR1
ENSG00000182329	KIAA2012
ENSG00000108883	EFTUD2
ENSG00000143850	PLEKHA6
ENSG00000123200	ZC3H13
ENSG00000139154	AEBP2
ENSG00000035928	RFC1
ENSG00000100813	ACIN1
ENSG00000176692	FOXC2
ENSG00000149636	DSN1
ENSG00000136643	RPS6KC1
ENSG00000169258	GPRIN1
ENSG00000134884	ARGLU1
ENSG00000072609	CHFR
ENSG00000165458	INPPL1
ENSG00000137337	MDC1
ENSG00000136244	IL6
ENSG00000129675	ARHGEF6
ENSG00000103550	KNOP1
ENSG00000055208	TAB2
ENSG00000168564	CDKN2AIP
ENSG00000153201	RANBP2
ENSG00000132688	NES
ENSG00000167770	OTUB1
ENSG00000160208	RRP1B
ENSG00000140937	CDH11
ENSG00000122779	TRIM24
ENSG00000124406	ATP8A1
ENSG00000086758	HUWE1
ENSG00000047188	YTHDC2
ENSG00000169710	FASN
ENSG00000131037	EPS8L1
ENSG00000118058	KMT2A
ENSG00000189091	SF3B3
ENSG00000204227	RING1
ENSG00000134690	CDCA8
ENSG00000174791	RIN1
ENSG00000151327	FAM177A1
ENSG00000164543	STK17A
ENSG00000123200	ZC3H13
ENSG00000116478	HDAC1
ENSG00000104419	NDRG1
ENSG00000163166	IWS1
ENSG00000102030	NAA10
ENSG00000160551	TAOK1
ENSG00000067066	SP100
ENSG00000154153	RETREG1
ENSG00000185133	INPP5J
ENSG00000117385	P3H1
ENSG00000197724	PHF2
ENSG00000116350	SRSF4
ENSG00000186081	KRT5
ENSG00000104529	EEF1D
ENSG00000049283	EPN3
ENSG00000123200	ZC3H13
ENSG00000006712	PAF1
ENSG00000182934	SRPRA
ENSG00000172572	PDE3A
ENSG00000196498	NCOR2
ENSG00000198898	CAPZA2
ENSG00000197555	SIPA1L1
ENSG00000198740	ZNF652
ENSG00000111554	MDM1
ENSG00000118785	SPP1
ENSG00000091039	OSBPL8
ENSG00000159259	CHAF1B
ENSG00000071246	VASH1
ENSG00000168958	MFF
ENSG00000189308	LIN54
ENSG00000169710	FASN
ENSG00000184363	PKP3
ENSG00000005810	MYCBP2
ENSG00000004534	RBM6
ENSG00000137460	FHDC1
ENSG00000164327	RICTOR
ENSG00000090905	TNRC6A
ENSG00000167978	SRRM2
ENSG00000131435	PDLIM4
ENSG00000109920	FNBP4
ENSG00000178950	GAK
ENSG00000108518	PFN1
ENSG00000023516	AKAP11
ENSG00000198780	FAM169A
ENSG00000182253	SYNM
ENSG00000123240	OPTN
ENSG00000138376	BARD1
ENSG00000163166	IWS1
ENSG00000100813	ACIN1
ENSG00000155744	FAM126B
ENSG00000128487	SPECC1
ENSG00000166833	NAV2
ENSG00000177613	CSTF2T
ENSG00000110934	BIN2
ENSG00000175221	MED16
ENSG00000166444	ST5
ENSG00000169710	FASN
ENSG00000078687	TNRC6C
ENSG00000099864	PALM
ENSG00000164694	FNDC1
ENSG00000138639	ARHGAP24
ENSG00000164190	NIPBL
ENSG00000173276	ZBTB21
ENSG00000188786	MTF1
ENSG00000112972	HMGCS1
ENSG00000123064	DDX54
ENSG00000106683	LIMK1
ENSG00000204590	GNL1
ENSG00000108468	CBX1
ENSG00000122965	RBM19
ENSG00000224470	ATXN1L
ENSG00000104722	NEFM
ENSG00000159082	SYNJ1
ENSG00000159166	LAD1
ENSG00000004939	SLC4A1
ENSG00000134982	APC
ENSG00000106823	ECM2
ENSG00000175931	UBE2O
ENSG00000164061	BSN
ENSG00000198286	CARD11
ENSG00000277363	SRCIN1
ENSG00000133226	SRRM1
ENSG00000116288	PARK7
ENSG00000064042	LIMCH1
ENSG00000112983	BRD8
ENSG00000173705	SUSD5
ENSG00000133422	MORC2
ENSG00000111647	UHRF1BP1L
ENSG00000083896	YTHDC1
ENSG00000099260	PALMD
ENSG00000135052	GOLM1
ENSG00000119669	IRF2BPL
ENSG00000160789	LMNA
ENSG00000124942	AHNAK
ENSG00000115875	SRSF7
ENSG00000126787	DLGAP5
ENSG00000131711	MAP1B
ENSG00000047849	MAP4
ENSG00000005844	ITGAL
ENSG00000167978	SRRM2
ENSG00000078018	MAP2
ENSG00000141564	RPTOR
ENSG00000061936	SFSWAP
ENSG00000133961	NUMB
ENSG00000180370	PAK2
ENSG00000130749	ZC3H4
ENSG00000060237	WNK1
ENSG00000106244	PDAP1
ENSG00000122986	HVCN1
ENSG00000127152	BCL11B
ENSG00000013810	TACC3
ENSG00000100285	NEFH
ENSG00000112379	ARFGEF3
ENSG00000106211	HSPB1
ENSG00000144283	PKP4
ENSG00000186260	MKL2
ENSG00000104517	UBR5
ENSG00000118785	SPP1
ENSG00000118804	STBD1
ENSG00000143321	HDGF
ENSG00000141298	SSH2
ENSG00000196924	FLNA
ENSG00000161904	LEMD2
ENSG00000076053	RBM7
ENSG00000204120	GIGYF2
ENSG00000143702	CEP170
ENSG00000147862	NFIB
ENSG00000164128	NPY1R
ENSG00000179151	EDC3
ENSG00000103197	TSC2
ENSG00000066455	GOLGA5
ENSG00000130816	DNMT1
ENSG00000067225	PKM
ENSG00000167978	SRRM2
ENSG00000198026	ZNF335
ENSG00000166897	ELFN2
ENSG00000171467	ZNF318
ENSG00000167674	HDGFL2
ENSG00000106948	AKNA
ENSG00000165480	SKA3
ENSG00000116128	BCL9
ENSG00000114346	ECT2
ENSG00000083168	KAT6A
ENSG00000172943	PHF8
ENSG00000149499	EML3
ENSG00000048649	RSF1
ENSG00000169047	IRS1
ENSG00000215114	UBXN2B
ENSG00000099290	WASHC2A
ENSG00000104613	INTS10
ENSG00000110321	EIF4G2
ENSG00000088325	TPX2
ENSG00000164403	SHROOM1
ENSG00000197136	PCNX3
ENSG00000014641	MDH1
ENSG00000137076	TLN1
ENSG00000166444	ST5
ENSG00000038219	BOD1L1
ENSG00000197771	MCMBP
ENSG00000140553	UNC45A
ENSG00000131016	AKAP12
ENSG00000136754	ABI1
ENSG00000154654	NCAM2
ENSG00000198198	SZT2
ENSG00000186517	ARHGAP30
ENSG00000117707	PROX1
ENSG00000152291	TGOLN2
ENSG00000055813	CCDC85A
ENSG00000074356	NCBP3
ENSG00000140534	TICRR
ENSG00000136153	LMO7
ENSG00000141699	RETREG3
ENSG00000131037	EPS8L1
ENSG00000090060	PAPOLA
ENSG00000072952	MRVI1
ENSG00000173230	GOLGB1
ENSG00000147251	DOCK11
ENSG00000127947	PTPN12
ENSG00000145191	EIF2B5
ENSG00000148396	SEC16A
ENSG00000055609	KMT2C
ENSG00000159140	SON
ENSG00000131725	WDR44
ENSG00000138709	LARP1B
ENSG00000123200	ZC3H13
ENSG00000129680	MAP7D3
ENSG00000021762	OSBPL5
ENSG00000157954	WIPI2
ENSG00000156675	RAB11FIP1
ENSG00000017797	RALBP1
ENSG00000106772	PRUNE2
ENSG00000136861	CDK5RAP2
ENSG00000128591	FLNC
ENSG00000115464	USP34
ENSG00000160789	LMNA
ENSG00000101347	SAMHD1
ENSG00000136527	TRA2B
ENSG00000188112	C6orf132
ENSG00000033178	UBA6
ENSG00000129667	RHBDF2
ENSG00000173226	IQCB1
ENSG00000141568	FOXK2
ENSG00000147526	TACC1
ENSG00000275342	PRAG1
ENSG00000267796	LIN37
ENSG00000131016	AKAP12
ENSG00000116141	MARK1
ENSG00000166963	MAP1A
ENSG00000153113	CAST
ENSG00000124789	NUP153
ENSG00000198042	MAK16
ENSG00000100139	MICALL1
ENSG00000197077	KIAA1671
ENSG00000060237	WNK1
ENSG00000167978	SRRM2
ENSG00000154548	SRSF12
ENSG00000131711	MAP1B
ENSG00000054654	SYNE2
ENSG00000196781	TLE1
ENSG00000168036	CTNNB1
ENSG00000163539	CLASP2
ENSG00000178685	PARP10
ENSG00000131791	PRKAB2
ENSG00000132466	ANKRD17
ENSG00000148396	SEC16A
ENSG00000124782	RREB1
ENSG00000186566	GPATCH8
ENSG00000143344	RGL1
ENSG00000011405	PIK3C2A
ENSG00000110841	PPFIBP1
ENSG00000168374	ARF4
ENSG00000204681	GABBR1
ENSG00000010818	HIVEP2
ENSG00000090372	STRN4
ENSG00000101605	MYOM1
ENSG00000101367	MAPRE1
ENSG00000176092	CRYBG2
ENSG00000104312	RIPK2
ENSG00000159228	CBR1
ENSG00000183742	MACC1
ENSG00000127603	MACF1
ENSG00000174799	CEP135
ENSG00000075292	ZNF638
ENSG00000163935	SFMBT1
ENSG00000135837	CEP350
ENSG00000111642	CHD4
ENSG00000157107	FCHO2
ENSG00000179094	PER1
ENSG00000037637	FBXO42
ENSG00000102241	HTATSF1
ENSG00000121104	FAM117A
ENSG00000145016	RUBCN
ENSG00000198087	CD2AP
ENSG00000196535	MYO18A
ENSG00000205744	DENND1C
ENSG00000116455	WDR77
ENSG00000163877	SNIP1
ENSG00000111057	KRT18
ENSG00000136811	ODF2
ENSG00000065534	MYLK
ENSG00000183808	RBM12B
ENSG00000124942	AHNAK
ENSG00000008952	SEC62
ENSG00000096717	SIRT1
ENSG00000064607	SUGP2
ENSG00000183624	HMCES
ENSG00000186566	GPATCH8
ENSG00000067191	CACNB1
ENSG00000130294	KIF1A
ENSG00000115504	EHBP1
ENSG00000156136	DCK
ENSG00000122547	EEPD1
ENSG00000111786	SRSF9
ENSG00000136478	TEX2
ENSG00000091436	MAP3K20
ENSG00000135723	FHOD1
ENSG00000175931	UBE2O
ENSG00000113240	CLK4
ENSG00000164327	RICTOR
ENSG00000144824	PHLDB2
ENSG00000159140	SON
ENSG00000185950	IRS2
ENSG00000159166	LAD1
ENSG00000160299	PCNT
ENSG00000170421	KRT8
ENSG00000140284	SLC27A2
ENSG00000124789	NUP153
ENSG00000171992	SYNPO
ENSG00000063046	EIF4B
ENSG00000158195	WASF2
ENSG00000233608	TWIST2
ENSG00000167670	CHAF1A
